Rank,Word,PoS,Collins,knowTag,,Definition,Tag,3151
5667,wildly,r,2,,,adv. 野生地；野蛮地；狂暴地；鲁莽地,,
5668,declaration,n,3,,,n. 宣布；公告；[律]申诉书；（纳税品等的）申报,cet6 ky toefl ielts,
5669,axis,n,1,,,n. 轴；轴线；轴心国,cet4 cet6 ky toefl ielts,
5670,academy,n,2,,,n. 学会；学院；研究院；专科院校,cet4 cet6 ky toefl gk,
5671,applause,n,2,,,n. 鼓掌欢迎；欢呼，喝采,cet4 cet6 ky,
5672,inject,v,2,,,vt. 注射；注入,cet6 ky toefl ielts,
5673,nursing,j,,,重复,n. 护理；养育；看护,ielts gk,
5674,evenly,r,,,,adv. 平坦地；均匀地；平等地；平衡地,cet6 toefl,
5675,precede,v,2,,,vt. 领先，在…之前；优于，高于,cet6 ky toefl,
5676,dual,j,2,,,adj. 双的；双重的,toefl ielts,
5677,supervise,v,2,,,vt. 监督，管理；指导,cet6 ky toefl ielts,
5678,shield,v,2,,重复,n. 盾；防护物；保护者,cet4 cet6 ky toefl ielts,
5679,newcomer,n,2,1,,n. 新来者；新到的移民,,
5680,triangle,n,1,1,,n. 三角（形）；三角形之物；三人一组；三角关系,cet4 cet6 ky toefl ielts gk,
5681,aspiration,n,,,,n. 渴望；抱负；呼气；吸引术,cet6 toefl ielts,
5682,financing,n,,1,,n. 筹措资金；融资；财务,toefl,
5683,narrator,n,,,,n. 叙述者；解说员,toefl ielts,
5684,fried,j,,,,adj. 油炸的，油煎的；[美俚]喝醉了的,gk,
5685,suitcase,n,2,,,n. 手提箱；衣箱,cet6 toefl ielts gk,
5686,inclined,j,1,,,adj. 趋向于…的,toefl,
5687,calcium,n,2,,,n. 钙,ky toefl ielts,
5688,supervision,n,2,,,n. 监督，管理,cet6 toefl,
5689,bump,v,2,,重复,n. 肿块，隆起物；撞击,cet6 ky toefl ielts,
5690,substitute,v,3,,重复,n. 代替者；代用品,cet4 cet6 ky toefl ielts gk,
5691,con,n,2,,重复,n. 反对票；反对论,,
5692,realization,n,,,,n. 实现；领悟,cet6 toefl,
5693,picnic,n,2,,,n. 野餐,cet4 ky ielts zk gk,
5694,gravel,n,1,,,n. 砂砾；碎石,cet6 ielts,
5695,nationalism,n,,,,n. 民族主义；国家主义；民族特性,,
5696,textile,n,2,,,n. 纺织品，织物,cet4 cet6 ky toefl ielts,
5697,contrary,i,2,,重复,adj. 相反的；对立的,cet4 cet6 ky toefl gk,
5698,precedent,n,2,,,n. 先例；前例,cet6 ky toefl ielts,
5699,visiting,j,,1,,n. 拜访，访问；参观,,
5700,eternal,j,2,,,adj. 永恒的；不朽的,cet6 ky toefl ielts,
5701,interpreter,n,,1,,n. 口译者；解释者；[机]注释器,cet4 cet6 gk,
5702,indictment,n,2,,,n. 控告；起诉书,toefl,
5703,current,n,5,1,重复,adj. 现在的；最近的；草写的；流通的，通用的,cet4 cet6 ky toefl ielts,
5704,planned,j,,2,,adj. 根据计划的；有计划的,,
5705,encompass,v,1,,,vt. 包围，环绕；包含；完成,toefl,
5706,collision,n,2,,,n. 冲突；碰撞,cet4 cet6 ky toefl ielts gk,
5707,calf,n,1,,,n. 小牛；小牛皮；腓肠，小腿,,
5708,clan,n,2,,,n. 宗族；部落；集团,toefl ielts,
5709,verify,v,1,,,vt. 核实；查证,cet4 cet6 ky toefl,
5710,creek,n,1,,,n. 小溪；小湾,toefl,
5711,nursery,n,2,,,n. 托儿所；苗圃；温床,cet4 cet6 ky ielts gk,
5712,skillet,n,,,,n. 煮锅；长柄平底煎锅,,
5713,boxing,n,2,1,,n. 拳击；装箱；围模；做箱的材料,gk,
5714,faction,n,3,,,n. 派别；小集团；内讧；纪实小说,cet6 toefl,
5715,diplomacy,n,2,,,n. 外交；外交手腕；交际手段,toefl,
5716,spice,n,2,,重复,n. 香料；情趣；调味品；少许,cet6,
5717,alert,j,3,1,重复,vt. 使警觉，使意识到；警告,cet4 cet6 ky toefl,
5718,confused,j,2,1,,adj. 困惑的；混乱的；糊涂的,,
5719,mat,n,1,,重复,n. 垫；垫子；衬边,cet4 cet6 ky gk,
5720,hop,v,2,,重复,vt. 跳跃；跳过,cet6 ky ielts,
5721,immense,j,2,,,adj. 巨大的，广大的；无边无际的；[口]非常好的,cet4 cet6 ky toefl ielts,
5722,sixty,m,5,1,,num. 六十；六十个,cet4 cet6 zk gk,
5723,thirteen,m,5,1,,n. 十三；十三个；十三岁,zk gk,
5724,African-American,n,,,重复,,,
5725,ashamed,j,2,,,adj. 惭愧的，感到难为情的；耻于……的,cet4 ky ielts gk,
5726,bitch,n,2,1,重复,n. 母狗，母狼；泼妇；牢骚事,,
5727,dean,n,1,,,n. 院长；系主任；教务长；主持牧师,cet6 ky ielts,
5728,afterwards,r,3,,,adv. 然后；后来,,
5729,independently,r,,,,adv. 独立地；自立地,,
5730,instrumental,j,1,,,adj. 乐器的；有帮助的；仪器的，器械的,cet6 ky toefl ielts,
5731,noble,j,2,,重复,adj. 贵族的；高尚的；宏伟的；惰性的,cet4 cet6 ky ielts gk,
5732,aftermath,n,2,,,,,
5733,millennium,n,1,,,n. 千年期，千禧年；太平盛世，黄金时代；一千年，千年纪念,toefl ielts,
5734,gasp,v,2,,重复,vi. 喘息；喘气；渴望,cet4 cet6 ky toefl ielts,
5735,select,j,3,1,重复,vt. 挑选；选拔,cet4 cet6 ky toefl gk,
5736,astronaut,n,1,,,n. 宇航员，航天员；太空旅行者,cet4 cet6 ky gk,
5737,crust,n,1,,,n. 面包皮；外壳；坚硬外皮,cet4 cet6 ky toefl ielts,
5738,useless,j,2,2,,adj. 无用的；无效的,cet4 cet6 toefl ielts gk,
5739,reproduction,n,1,1,,n. 复制品；复制；繁殖，生殖,cet6 toefl,
5740,burn,n,4,1,重复,vt. 燃烧；烧毁，灼伤；激起…的愤怒,cet4 cet6 ky zk gk,
5741,flu,n,1,,,n. 流感,cet4 cet6 ky ielts zk gk,
5742,embarrassing,j,,1,,,,
5743,altar,n,1,,,n. 祭坛；圣坛；圣餐台,,
5744,umbrella,n,2,1,,n. 雨伞；庇护；保护伞；伞形结构,zk gk,
5745,enrollment,n,,,,n. 登记；入伍,ielts,
5746,unconscious,j,2,,,adj. 失去知觉的；不省人事的；未发觉的；无意识的,cet4 cet6 toefl ielts gk,
5747,listing,n,2,1,,n. 列表，清单,,
5748,mosquito,n,1,1,,n. 蚊子,cet4 cet6 ky ielts gk,
5749,intimacy,n,1,,,n. 亲密；亲昵行为；隐私；性行为,toefl,
5750,divert,v,2,,,vt. 转移；使…欢娱；使…转向,cet6 ky toefl ielts,
5751,vine,n,2,,,n. [植]葡萄树；[植]藤本植物；[植]攀缘植物；[植]藤,cet4 cet6 toefl,
5752,guardian,n,2,,,n. 监护人，保护人；守护者,ielts,
5753,obey,v,2,,,vt. 服从，听从；按照……行动,cet4 cet6 ky gk,
5754,thoughtful,j,2,,,adj. 深思的；体贴的；关切的,cet4 cet6 ky toefl ielts,
5755,shocked,j,,,,adj. 震撼的；震惊的,toefl,
5756,tech,n,,,,n. 技术学院或学校,,
5757,methodology,n,1,,,n. 方法学，方法论,toefl,
5758,simulation,n,1,1,,n. 模拟；仿真；模仿；假装,,
5759,permanently,r,,,,adv. 永久地，长期不变地,cet4 cet6,
5760,awaken,v,1,1,,vt. 唤起；唤醒；使…意识到,,
5761,jail,v,3,1,重复,n. 监狱；监牢；拘留所,cet4 cet6 ielts,
5762,passive,j,2,,,adj. 被动的，消极的；被动语态的,cet4 cet6 ky toefl ielts gk,
5763,monopoly,n,2,,,n. 垄断；垄断者；专卖权,cet6 ky toefl ielts,
5764,loudly,r,,,,adv. 大声地，响亮地,gk,
5765,mess,v,3,1,重复,n. 食堂，伙食团；混乱；脏乱的东西；困境,cet4 cet6 ky ielts gk,
5766,nun,n,2,,,n. 修女，尼姑,cet6,
5767,outrage,n,2,,,n. 暴行；侮辱；愤怒，愤慨,cet6 ky toefl,
5768,quantum,n,2,,,n. 量子论；额；美国昆腾公司（世界领先的硬盘生产商）,,
5769,level,v,5,2,重复,n. 水平；水平面；标准,cet4 cet6 ky ielts zk gk,
5770,optional,j,1,1,,adj. 可选择的，随意的,cet4 cet6 ky toefl ielts gk,
5771,summon,v,2,,,vt. 召唤；召集；鼓起；振作,cet6 ky toefl ielts,
5772,attachment,n,,,,n. 附件；依恋；连接物；扣押财产,cet6 toefl,
5773,miner,n,3,2,,n. 矿工；开矿机,cet4 cet6,
5774,aloud,r,1,1,,adv. 大声地；出声地,cet4 ky zk gk,
5775,cigar,n,1,,,n. 雪茄,cet6 ky gk,
5776,breed,v,3,,重复,vi. 繁殖；饲养；产生,cet4 cet6 ky toefl ielts,
5777,broth,n,1,,,n. 肉汤；液体培养基,,
5778,delegation,n,3,,,n. 代表团；委托；授权,cet4 cet6,
5779,haven,n,2,,,n. 避难所，安息所；港口,toefl ielts,
5780,dangle,v,1,,,vi. 摇晃地悬挂着,toefl,
5781,stage,v,5,,重复,n. 舞台；戏剧；驿站；阶段,cet4 cet6 ky ielts gk,
5782,jerk,v,2,,重复,n. 肌肉抽搐；性情古怪的人；蠢人；急拉,cet6 toefl ielts,
5783,mobility,n,,,,n. 迁移率；机动性；移动性,cet6 toefl,
5784,assurance,n,2,,,n. 保证；断言；确信；保险,cet6 ky ielts,
5785,chop,n,3,,重复,n. 砍；排骨；商标；[网]削球；vt. 剁碎；砍；（俚）丑人,cet4 cet6 ky toefl ielts,
5786,competing,j,2,,,adj. 相互矛盾的；抵触的,toefl,
5787,spark,n,3,,重复,n. 火花；闪光；朝气,cet4 cet6 ky toefl ielts,
5788,spare,j,3,,重复,vt. 节约，吝惜；饶恕；分出，分让,toefl ielts zk gk,
5789,mob,n,2,,,n. 民众；乌合之众；暴民，暴徒,cet6 ky,
5790,dioxide,n,,1,,n. [化]二氧化物,cet6 toefl ielts gk,
5791,affirm,v,2,,,vt. 断言；肯定,cet6 ky toefl ielts,
5792,consultation,n,1,,,n. 咨询；磋商；[医]会诊；讨论会,,
5793,weep,v,2,,,vi. 哭泣；流泪；哀悼；滴落；渗出液体,cet4 cet6 ky toefl gk,
5794,liquor,n,1,,,n. 酒，含酒精饮料；液体；烈酒；溶液,cet4 cet6 ky ielts,
5795,accountable,j,2,,,adj. 有责任的；有解释义务的；可解释的,,
5796,sip,v,2,,重复,n. 抿；小口喝；[计]单列直插式组件,ky,
5797,pace,v,3,,重复,n. 步速；步法；一步,cet4 cet6 ky toefl ielts gk,
5798,sadly,r,,1,,adv. 悲哀地；悲痛地,cet4 cet6,
5799,emergence,n,,,,n. 出现，浮现；发生；露头,toefl,
5800,span,n,2,,重复,n. 跨度，跨距；范围,cet4 cet6 ky toefl ielts,
5801,fold,n,3,,重复,vt. 折叠；合拢；抱住；笼罩,cet4 cet6 ky toefl gk,
5802,applaud,v,2,,,vt. 向…喝采；赞同；称赞,cet6 ky toefl ielts gk,
5803,lifelong,j,1,,,adj. 终身的,,
5804,linger,v,2,,,vi. 徘徊；苟延残喘；磨蹭,cet6 ky toefl ielts,
5805,cube,n,2,,,n. 立方体；立方；骰子,cet4 cet6 ky toefl ielts gk,
5806,Swiss,j,,,,adj. 瑞士的；瑞士人的；瑞士风格的,cet4 cet6 gk,
5807,fax,n,2,,重复,vt. 传真,cet4 ky gk,
5808,preacher,n,1,,,n. 传教士；牧师；鼓吹者,,
5809,underneath,i,2,,重复,prep. 在…的下面；在…的形式下；在…的支配下,cet4 cet6 ky toefl ielts,
5810,embassy,n,3,,,n. 大使馆；大使馆全体人员,cet6 ky ielts gk,
5811,calm,n,3,,重复,adj. 静的，平静的；沉着的,cet4 cet6 ky toefl gk,
5812,injection,n,2,,,n. 注射；注射剂；充血；射入轨道,cet4 cet6 ielts,
5813,plantation,n,2,,,n. 大农场；栽植；殖民,cet4 cet6 ky toefl ielts,
5814,clear,r,5,1,重复,adj. 清楚的；清澈的；晴朗的；无罪的,ielts zk gk,
5815,dim,j,2,,重复,adj. 模糊的，看不清的；暗淡的，昏暗的；悲观的，怀疑的,cet4 cet6 ky toefl ielts,
5816,sunset,n,2,1,,n. 日落，傍晚,cet4 cet6 ky toefl gk,
5817,facial,j,2,,,adj. 面部的，表面的；脸的，面部用的,gk,
5818,predictable,j,2,,,adj. 可预言的,toefl ielts,
5819,presume,v,2,,,vt. 假定；推测；擅自；意味着,cet6 ky toefl,
5820,empty,v,3,1,重复,adj. 空的；无意义的；徒劳的；无知的,toefl ielts zk gk,
5821,x-ray,n,2,1,重复,vt. 用X光线检查,cet4 ielts zk,
5822,nearest,j,,1,,adj. 最近的（near的最高级）,,
5823,echo,n,3,1,重复,vt. 重复；反射,cet4 cet6 ky toefl ielts,
5824,stabilize,v,2,,,vt. 使稳固，使安定,cet6 toefl ielts,
5825,excess,j,3,,重复,n. 无节制；过度，过量；超过，超额,cet4 cet6 ky toefl ielts,
5826,constituent,n,2,,,n. 成分；选民；委托人,cet6 ky toefl ielts,
5827,proponent,n,1,,,n. 支持者；建议者；[法]提出认证遗嘱者,toefl,
5828,Vietnamese,j,,,,n. 越南人；越南语,,
5829,gardener,n,2,1,,n. 花匠；园丁；园艺家,cet4 cet6,
5830,antique,j,3,,重复,adj. 古老的，年代久远的；过时的，古董的；古风的，古式的,cet6 ky toefl ielts gk,
5831,Polish,j,2,,重复,n. 磨光，擦亮；上光剂，擦亮剂；优雅，精良,cet4 cet6 ky toefl ielts gk,
5832,sweeping,j,1,,,n. 扫除；垃圾,toefl,
5833,dairy,n,2,,,n. 乳品店；制酪场；牛奶及乳品业；乳牛；奶制品,cet4 cet6 ky toefl ielts,
5834,skate,v,2,,重复,vi. 滑冰；滑过,cet4 cet6 ky zk gk,
5835,manipulation,n,,,,n. 操作；操纵；处理；篡改,,
5836,wit,n,2,,,n. 智力；才智；智慧,cet4 cet6 ky toefl ielts,
5837,legitimacy,n,,,,n. 正统；合法；合理,,
5838,curse,v,2,,重复,n. 咒骂；诅咒,cet4 cet6 ky ielts,
5839,Saudi,j,,,重复,adj. 沙乌地阿拉伯（人或语）的,,
5840,fabulous,j,2,,,adj. 难以置信的；传说的，寓言中的；极好的,ky ielts,
5841,resignation,n,3,,,n. 辞职；放弃；顺从；辞职书,cet4 cet6 ielts,
5842,intersection,n,,,,n. 十字路口；交叉点；交叉；交集,cet6 ky toefl ielts,
5843,whisper,n,3,1,重复,n. 私语；谣传；飒飒的声音,cet4 cet6 ky gk,
5844,sum,v,3,2,重复,n. 总数；金额,cet4 cet6 ky toefl,
5845,reconciliation,n,,,,n. 和解；调和；和谐；甘愿,toefl,
5846,impairment,n,,,,n. 损伤，损害,,
5847,Latino,n,1,,,,,
5848,deed,n,1,,,n. 行动；证书；[法]契据,cet4 cet6 ky gk,
5849,cruise,v,3,,重复,vi. 巡航，巡游；漫游,cet6 ky ielts,
5850,culturally,r,,,,adv. 从文化角度，文化意义上；在人文学方面,,
5851,sigh,n,3,,重复,vi. 叹息，叹气,cet4 cet6 ky toefl ielts gk,
5852,film,v,5,2,重复,n. 胶卷；电影；薄膜；轻烟,ielts zk gk,
5853,miserable,j,2,,,adj. 悲惨的；痛苦的；卑鄙的,cet4 cet6 ky toefl ielts,
5854,closure,n,2,,,n. 关闭；终止，结束,,
5855,half,r,5,1,重复,n. 一半；半场；半学年,zk gk,
5856,machinery,n,2,,,n. 机械；机器；机构；机械装置,ky,
5857,lively,j,2,1,,adj. 活泼的；生动的；真实的；生气勃勃的,cet4 cet6 ky toefl zk gk,
5858,shave,v,2,,重复,vt. 剃；修面；掠过,cet4 cet6 ky ielts gk,
5859,luxury,n,3,,重复,n. 奢侈，奢华；奢侈品；享受,cet4 cet6 ky toefl ielts,
5860,institute,n,4,,重复,vt. 制定；创立；开始（调查）；提起（诉讼）,cet4 cet6 ky toefl ielts gk,
5861,erase,v,1,1,,vt. 抹去；擦除,ky toefl ielts,
5862,plot,v,3,1,重复,n. 阴谋；情节；图,cet4 cet6 ky toefl ielts gk,
5863,irrelevant,j,2,,,adj. 不切题的；不相干的,toefl,
5864,terminal,n,2,1,重复,n. 终端机；终点；末端；极限,cet4 cet6 ky toefl ielts gk,
5865,harbor,n,,,重复,vt. 庇护；怀有,cet6 ky toefl ielts,
5866,coaching,n,,1,,n. 辅导；教练技术,,
5867,foolish,j,2,1,,adj. 愚蠢的；傻的,cet4 ky toefl gk,
5868,frightened,j,,,,adj. 受惊的；受恐吓的；害怕的,,
5869,hate,n,3,2,重复,vt. 憎恨；厌恶；遗憾,cet4 cet6 ky zk gk,
5870,Reverend,n,2,,重复,adj. 教士的；可尊敬的,,
5871,ignorance,n,,1,,n. 无知，愚昧；不知，不懂,cet6 ky toefl ielts,
5872,neatly,r,,,,adv. 整洁地；熟练地；灵巧地,,
5873,smoking,j,,1,重复,n. 抽烟；冒气,ielts gk,
5874,skier,n,,,,n. 滑雪的人,,
5875,wetland,n,1,,,n. 湿地；沼泽地,ielts,
5876,playground,n,1,1,,n. 运动场，操场,cet4 cet6 ky ielts zk gk,
5877,cellular,j,1,,,adj. 细胞的；多孔的；由细胞组成的,toefl,
5878,embarrassment,n,2,1,,n. 窘迫，难堪；使人为难的人或事物；拮据,,
5879,amateur,j,3,,重复,n. 爱好者；业余爱好者；外行,cet6 ky toefl ielts gk,
5880,competent,j,2,,,adj. 能干的；足够的；胜任的；有能力的,cet4 cet6 ky toefl,
5881,linear,j,1,1,,adj. 线的，线型的；直线的，线状的；长度的,cet6 ky toefl ielts,
5882,mosque,n,2,,,n. 清真寺,cet6,
5883,primitive,j,2,,重复,adj. 原始的，远古的；简单的，粗糙的,cet4 cet6 ky toefl ielts gk,
5884,reasoning,n,1,,,n. 推理；论证；评理,ky,
5885,balcony,n,2,,,n. 阳台；包厢；戏院楼厅,cet4 cet6 ky toefl ielts gk,
5886,closing,j,1,2,重复,adj. 结束的；结尾的；收盘的,,
5887,excellence,n,2,1,,n. 优秀；长处；美德,,
5888,brow,n,1,,,n. 眉，眉毛；表情；额,cet4 ky,
5889,ant,n,1,2,,n. 蚂蚁,cet4 ky zk gk,
5890,par,n,2,,,n. 票面价值；平均数量；标准,,
5891,harmful,j,2,1,,adj. 能造成损害的；有害的,cet4 cet6 toefl ielts gk,
5892,recycle,v,2,1,,vt. 使再循环；使…重新利用,cet6 ky toefl ielts gk,
5893,worship,n,2,,重复,n. 礼拜；尊敬；崇拜,cet4 cet6 ky ielts,
5894,torture,v,3,,重复,vt. 折磨；拷问；歪曲,cet4 cet6 ky ielts,
5895,coincidence,n,2,,,n. 巧合；一致；同时发生,cet6 ky toefl ielts gk,
5896,resentment,n,2,,,n. 愤恨，怨恨,cet6,
5897,feminine,j,2,,,adj. 女性的；妇女（似）的；娇柔的；阴性的,cet6 ky,
5898,justification,n,2,,,n. 理由；辩护；认为有理，认为正当；释罪,cet6 ielts,
5899,dependence,n,1,1,,n. 依靠；依赖；信赖；信任,toefl,
5900,destructive,j,2,,,adj. 破坏的；毁灭性的；有害的，消极的,cet4 cet6 ky toefl ielts,
5901,repetition,n,1,,,n. 重复；副本；背诵,cet4 cet6 ky toefl ielts,
5902,niche,n,1,,,n. 壁龛；合适的职业,toefl,
5903,tuition,n,1,,,n. 学费；讲授,cet4 cet6 ky toefl ielts,
5904,bid,v,4,2,重复,vt. 投标；出价；吩咐；表示,cet6 ky ielts gk,
5905,dividend,n,3,,,n. 股息；被除数；奖金,ky ielts,
5906,single,n,5,1,重复,adj. 单一的；单身的；单程的,ielts zk gk,
5907,re-election,n,,,,,,
5908,wash,n,3,1,重复,n. 洗涤；洗的衣服；冲积物；化妆水,zk gk,
5909,revise,v,2,,,vt. 校订；修正；复习,cet4 cet6 ky toefl ielts,
5910,bark,v,2,,重复,vt. 咆哮；吠叫；[口]咳嗽,cet4 cet6 ky toefl ielts gk,
5911,inexpensive,j,1,,,adj. 便宜的,cet4 cet6,
5912,terrify,v,2,,,vt. 使害怕；使恐怖；恐吓,cet6 ky toefl ielts gk,
5913,governmental,j,,1,,adj. 政治的；统治上的；政府的,,
5914,sleeping,j,,2,重复,adj. 睡着的,ielts,
5915,like,n,5,2,重复,vt. 喜欢；愿意；想,zk gk,
5916,courtyard,n,1,,,n. 庭院，院子；天井,ky gk,
5917,fascinate,v,1,,,vt. 使着迷，使神魂颠倒,cet6 ky toefl ielts,
5918,graphic,j,2,1,重复,adj. 图表的；形象的；绘画似的,ky toefl ielts,
5919,generator,n,2,,,n. 发电机；发生器；生产者,cet4 cet6 ky,
5920,stab,v,2,,重复,vt. 刺；刺穿；刺伤；戳；直入,cet4 cet6 ky toefl,
5921,cafe,n,2,1,,n. 咖啡馆；小餐馆,cet4 cet6 ky ielts,
5922,incidence,n,1,,,n. 入射；影响；发生率；影响范围,cet6 ky toefl ielts,
5923,prop,v,2,,重复,vt. 支撑；维持,toefl,
5924,failed,j,,1,,adj. 已失败的，不成功的,,
5925,pledge,n,3,,重复,n. 抵押；保证，誓言；抵押品，典当物,cet6 ky toefl ielts,
5926,propaganda,n,2,,,n. 宣传；[宗]传道总会,cet6 ky ielts,
5927,underscore,v,1,1,,vt. 强调；划线于…下,toefl,
5928,formulate,v,2,1,,vt. 用公式表示；明确地表达；规划,cet6 ky toefl ielts,
5929,corrupt,j,2,,重复,adj. 腐败的，贪污的；堕落的,cet6 ky ielts gk,
5930,castle,n,3,,,n. 城堡；象棋中的车,cet4 cet6 ky ielts gk,
5931,technically,r,1,,,adv. 技术上；专门地；工艺上；学术上,,
5932,parallel,j,2,1,重复,n. 平行线；对比,cet4 cet6 ky toefl ielts gk,
5933,wan,v,1,,重复,abbr. 广域网（Wide Area Network）,toefl,
5934,fulfil,v,3,,,vt. 履行；实践；满足；完成,cet4 cet6 ielts,
5935,microwave,n,2,1,,n. 微波,cet6 toefl gk,
5936,thorough,j,3,,,adj. 彻底的；十分的；周密的,cet4 cet6 ky toefl ielts gk,
5937,specimen,n,2,,,n. 标本；样品，样本,cet4 cet6 ky toefl ielts,
5938,obscure,v,2,,重复,adj. 模糊的；晦涩的；昏暗的,cet4 cet6 ky toefl ielts,
5939,near,v,5,1,重复,adj. 近的；近似的；亲近的,zk gk,
5940,spectacle,n,2,,,n. 景象，奇观；眼镜；引人羡慕的人,cet4 cet6 ky toefl ielts,
5941,thrill,v,2,,重复,n. 激动；震颤；紧张,cet4 cet6 ky ielts gk,
5942,heroin,n,2,,,n. 海洛因，吗啡,ky,
5943,monk,n,2,,,n. 僧侣，修道士；和尚,cet6,
5944,anchor,v,2,,重复,n. 锚；靠山；新闻节目主播；抛锚停泊,cet4 cet6 ky ielts,
5945,outlook,n,2,,,n. 观点；景色；展望,cet4 cet6 ky toefl,
5946,treat,n,4,1,重复,vt. 对待；治疗；探讨；视为,cet4 cet6 ky toefl gk,
5947,above,j,4,1,重复,prep. 在……上面；在……之上；超过,zk gk,
5948,bout,n,2,,,n. 较量；发作；回合；一阵,,
5949,laptop,n,,1,,n. 膝上型轻便电脑,ky,
5950,sniff,v,2,,重复,vi. 嗤之以鼻；嗅,cet6 ky toefl gk,
5951,reproductive,j,1,,,adj. 生殖的；再生的；复制的,toefl,
5952,varying,j,,,,adj. 变化的；不同的,,
5953,matrix,n,1,1,,n. 矩阵；基质；模型；脉石；母体；子宫,,
